item_id,source_row_id,ownership_status,inventory_status,card_name,card_number,set_code,set_name,product_name,rarity,variant,finish,language,condition,grade_company,grade,cert_number,quantity,sealed_or_single,raw_or_slab,cost_basis_zar,cost_status,collectr_market_zar,research_market_usd,research_market_zar,quick_sale_zar,fair_market_zar,patient_local_ask_zar,event_ask_zar,online_ask_usd,online_ask_zar,stretch_ask_zar,walkaway_minimum_zar,expected_net_local_zar,expected_net_ebay_zar,expected_net_cardtrader_zar,expected_net_cardmarket_zar,expected_net_tcgplayer_zar,grading_candidate_score,psa10_estimate_usd,bgs10_estimate_usd,cgc10_estimate_usd,availability_score,liquidity_score,trend_score,confidence_rating,last_researched_at,source_links,notes
0169-shanks-premium-card-collection-live-action-edition-p-051,169,in_hand,available_for_pricing,Shanks (Premium Card Collection -Live Action Edition-),P-051,P,One Piece Promotion Cards,Shanks (Premium Card Collection -Live Action Edition-),PR,promo,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,52.36,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0170-shirahoshi-premium-card-collection-bandai-card-games-fest-23-24-edition-op03-116,170,in_hand,available_for_pricing,Shirahoshi (Premium Card Collection -BANDAI CARD GAMES Fest. 23-24 Edition-),OP03-116,OP03,One Piece Promotion Cards,Shirahoshi (Premium Card Collection -BANDAI CARD GAMES Fest. 23-24 Edition-),UC,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,116.65,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0171-buggy-jp-op03-008,171,in_hand,available_for_pricing,Buggy (JP),OP03-008,OP03,Pillars of Strength,Buggy (JP),UC,base_or_standard,Normal,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,53.02,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0172-nojiko-jp-op03-048,172,in_hand,available_for_pricing,Nojiko (JP),OP03-048,OP03,Pillars of Strength,Nojiko (JP),UC,base_or_standard,Normal,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,36.62,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0173-ama-no-murakumo-sword-jp-op06-056,173,in_hand,available_for_pricing,Ama no Murakumo Sword (JP),OP06-056,OP06,PRB02 - One Piece Card the Best Vol. 2,Ama no Murakumo Sword (JP),UR,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,41.42,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0174-because-the-side-of-justice-will-be-whichever-side-wins-jp-op05-037,174,in_hand,available_for_pricing,Because the Side of Justice Will Be Whichever Side Wins!! (JP),OP05-037,OP05,PRB02 - One Piece Card the Best Vol. 2,Because the Side of Justice Will Be Whichever Side Wins!! (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,41.42,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0175-black-hole-jp-op09-098,175,in_hand,available_for_pricing,Black Hole (JP),OP09-098,OP09,PRB02 - One Piece Card the Best Vol. 2,Black Hole (JP),UR,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,62.96,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0176-brook-jp-st01-011,176,in_hand,available_for_pricing,Brook (JP),ST01-011,ST01,PRB02 - One Piece Card the Best Vol. 2,Brook (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,41.42,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0177-catarina-devon-jp-op09-084,177,in_hand,available_for_pricing,Catarina Devon (JP),OP09-084,OP09,PRB02 - One Piece Card the Best Vol. 2,Catarina Devon (JP),UR,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,41.42,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0178-charlotte-pudding-jp-op06-047,178,in_hand,available_for_pricing,Charlotte Pudding (JP),OP06-047,OP06,PRB02 - One Piece Card the Best Vol. 2,Charlotte Pudding (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,46.39,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0179-corrida-coliseum-jp-op04-096,179,in_hand,available_for_pricing,Corrida Coliseum (JP),OP04-096,OP04,PRB02 - One Piece Card the Best Vol. 2,Corrida Coliseum (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,41.42,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0180-crocodile-jp-p-082,180,in_hand,available_for_pricing,Crocodile (JP),P-082,P,PRB02 - One Piece Card the Best Vol. 2,Crocodile (JP),P,promo,Normal,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,38.11,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0181-cross-guild-jp-op09-057,181,in_hand,available_for_pricing,Cross Guild (JP),OP09-057,OP09,PRB02 - One Piece Card the Best Vol. 2,Cross Guild (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,41.42,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0182-did-someone-say-kami-jp-eb01-060,182,in_hand,available_for_pricing,Did Someone Say...Kami? (JP),EB01-060,EB01,PRB02 - One Piece Card the Best Vol. 2,Did Someone Say...Kami? (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,41.42,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0183-don-card-dragon-foil-jp-25,183,in_hand,available_for_pricing,DON!! Card (Dragon) (Foil) (JP),25,,PRB02 - One Piece Card the Best Vol. 2,DON!! Card (Dragon) (Foil) (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,41.42,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0184-don-card-kalgara-foil-jp-2,184,in_hand,available_for_pricing,DON!! Card (Kalgara) (Foil) (JP),2,,PRB02 - One Piece Card the Best Vol. 2,DON!! Card (Kalgara) (Foil) (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,96.10,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0185-don-card-kalgara-jp-2,185,in_hand,available_for_pricing,DON!! Card (Kalgara) (JP),2,,PRB02 - One Piece Card the Best Vol. 2,DON!! Card (Kalgara) (JP),C,base_or_standard,Normal,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,38.11,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0186-don-card-rob-lucci-foil-jp-30,186,in_hand,available_for_pricing,DON!! Card (Rob Lucci) (Foil) (JP),30,,PRB02 - One Piece Card the Best Vol. 2,DON!! Card (Rob Lucci) (Foil) (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,53.02,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0187-don-card-sugar-foil-jp-11,187,in_hand,available_for_pricing,DON!! Card (Sugar) (Foil) (JP),11,,PRB02 - One Piece Card the Best Vol. 2,DON!! Card (Sugar) (Foil) (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,96.10,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0188-don-card-yamato-jp-28,188,in_hand,available_for_pricing,DON!! Card (Yamato) (JP),28,,PRB02 - One Piece Card the Best Vol. 2,DON!! Card (Yamato) (JP),C,base_or_standard,Normal,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,46.39,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0189-dracule-mihawk-jp-p-081,189,in_hand,available_for_pricing,Dracule Mihawk (JP),P-081,P,PRB02 - One Piece Card the Best Vol. 2,Dracule Mihawk (JP),P,promo,Normal,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,38.11,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0190-edward-newgate-jp-st15-002,190,in_hand,available_for_pricing,Edward.Newgate (JP),ST15-002,ST15,PRB02 - One Piece Card the Best Vol. 2,Edward.Newgate (JP),SR,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,46.39,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0191-gion-jp-op06-044,191,in_hand,available_for_pricing,Gion (JP),OP06-044,OP06,PRB02 - One Piece Card the Best Vol. 2,Gion (JP),UR,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,41.42,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0192-gum-gum-jet-gatling-jp-op03-072,192,in_hand,available_for_pricing,Gum-Gum Jet Gatling (JP),OP03-072,OP03,PRB02 - One Piece Card the Best Vol. 2,Gum-Gum Jet Gatling (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,53.02,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0193-gum-gum-lightning-jp-op09-077,193,in_hand,available_for_pricing,Gum-Gum Lightning (JP),OP09-077,OP09,PRB02 - One Piece Card the Best Vol. 2,Gum-Gum Lightning (JP),UC,base_or_standard,Normal,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,38.11,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0194-gum-gum-rain-jp-op02-068,194,in_hand,available_for_pricing,Gum-Gum Rain (JP),OP02-068,OP02,PRB02 - One Piece Card the Best Vol. 2,Gum-Gum Rain (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,41.42,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0195-i-have-my-crew-jp-st14-016,195,in_hand,available_for_pricing,I Have My Crew!! (JP),ST14-016,ST14,PRB02 - One Piece Card the Best Vol. 2,I Have My Crew!! (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,41.42,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0196-jewelry-bonney-jp-p-085,196,in_hand,available_for_pricing,Jewelry Bonney (JP),P-085,P,PRB02 - One Piece Card the Best Vol. 2,Jewelry Bonney (JP),P,promo,Normal,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,38.11,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0197-jinbe-jp-p-063,197,in_hand,available_for_pricing,Jinbe (JP),P-063,P,PRB02 - One Piece Card the Best Vol. 2,Jinbe (JP),P,promo,Normal,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,38.11,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0198-jinbe-parallel-jp-p-063,198,in_hand,available_for_pricing,Jinbe (Parallel) (JP),P-063,P,PRB02 - One Piece Card the Best Vol. 2,Jinbe (Parallel) (JP),P,parallel;promo,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,79.53,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0199-killer-jp-op01-039,199,in_hand,available_for_pricing,Killer (JP),OP01-039,OP01,PRB02 - One Piece Card the Best Vol. 2,Killer (JP),UR,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,41.42,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0200-lucky-roux-jp-prb02-003,200,in_hand,available_for_pricing,Lucky.Roux (JP),PRB02-003,PRB02,PRB02 - One Piece Card the Best Vol. 2,Lucky.Roux (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,96.10,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0201-marshall-d-teach-jp-st17-005,201,in_hand,available_for_pricing,Marshall.D.Teach (JP),ST17-005,ST17,PRB02 - One Piece Card the Best Vol. 2,Marshall.D.Teach (JP),C,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,41.42,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0202-mary-geoise-jp-op05-097,202,in_hand,available_for_pricing,Mary Geoise (JP),OP05-097,OP05,PRB02 - One Piece Card the Best Vol. 2,Mary Geoise (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,41.42,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0203-moda-jp-op07-014,203,in_hand,available_for_pricing,Moda (JP),OP07-014,OP07,PRB02 - One Piece Card the Best Vol. 2,Moda (JP),UC,base_or_standard,Normal,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,38.11,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0204-monkey-d-luffy-jp-prb02-005,204,in_hand,available_for_pricing,Monkey.D.Luffy (JP),PRB02-005,PRB02,PRB02 - One Piece Card the Best Vol. 2,Monkey.D.Luffy (JP),SR,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,62.96,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0205-monkey-d-luffy-jp-p-075,205,in_hand,available_for_pricing,Monkey.D.Luffy (JP),P-075,P,PRB02 - One Piece Card the Best Vol. 2,Monkey.D.Luffy (JP),P,promo,Normal,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,38.11,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0206-otama-jp-prb02-016,206,in_hand,available_for_pricing,Otama (JP),PRB02-016,PRB02,PRB02 - One Piece Card the Best Vol. 2,Otama (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,79.53,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0207-revolutionary-army-hq-jp-op05-021,207,in_hand,available_for_pricing,Revolutionary Army HQ (JP),OP05-021,OP05,PRB02 - One Piece Card the Best Vol. 2,Revolutionary Army HQ (JP),UR,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,62.96,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0208-sabo-jp-p-044,208,in_hand,available_for_pricing,Sabo (JP),P-044,P,PRB02 - One Piece Card the Best Vol. 2,Sabo (JP),P,promo,Normal,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,38.11,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0209-sabo-jp-op09-027,209,in_hand,available_for_pricing,Sabo (JP),OP09-027,OP09,PRB02 - One Piece Card the Best Vol. 2,Sabo (JP),UR,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,41.42,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0210-sabo-jp-prb02-014,210,in_hand,available_for_pricing,Sabo (JP),PRB02-014,PRB02,PRB02 - One Piece Card the Best Vol. 2,Sabo (JP),SR,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,96.10,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0211-san-gorou-jp-st18-003,211,in_hand,available_for_pricing,San-Gorou (JP),ST18-003,ST18,PRB02 - One Piece Card the Best Vol. 2,San-Gorou (JP),C,base_or_standard,Normal,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,38.11,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0212-sanji-jp-p-068,212,in_hand,available_for_pricing,Sanji (JP),P-068,P,PRB02 - One Piece Card the Best Vol. 2,Sanji (JP),P,promo,Normal,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,38.11,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0213-shanks-jp-op06-007,213,in_hand,available_for_pricing,Shanks (JP),OP06-007,OP06,PRB02 - One Piece Card the Best Vol. 2,Shanks (JP),SR,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,62.96,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0214-trafalgar-law-jp-p-088,214,in_hand,available_for_pricing,Trafalgar Law (JP),P-088,P,PRB02 - One Piece Card the Best Vol. 2,Trafalgar Law (JP),P,promo,Normal,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,62.96,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0215-uta-jp-op09-002,215,in_hand,available_for_pricing,Uta (JP),OP09-002,OP09,PRB02 - One Piece Card the Best Vol. 2,Uta (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,53.02,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0216-white-snake-jp-op06-059,216,in_hand,available_for_pricing,White Snake (JP),OP06-059,OP06,PRB02 - One Piece Card the Best Vol. 2,White Snake (JP),UR,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,41.42,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0217-you-re-the-one-who-should-disappear-jp-op06-115,217,in_hand,available_for_pricing,You're the One Who Should Disappear. (JP),OP06-115,OP06,PRB02 - One Piece Card the Best Vol. 2,You're the One Who Should Disappear. (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,53.02,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0218-don-card-jinbe,218,in_hand,available_for_pricing,DON!! Card (Jinbe),,,Premium Booster -The Best- Vol. 2,DON!! Card (Jinbe),DON!!,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,83.67,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0219-don-card-kalgara,219,in_hand,available_for_pricing,DON!! Card (Kalgara),,,Premium Booster -The Best- Vol. 2,DON!! Card (Kalgara),DON!!,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,42.75,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0220-don-card-kyros,220,in_hand,available_for_pricing,DON!! Card (Kyros),,,Premium Booster -The Best- Vol. 2,DON!! Card (Kyros),DON!!,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,13.09,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0221-don-card-robin,221,in_hand,available_for_pricing,DON!! Card (Robin),,,Premium Booster -The Best- Vol. 2,DON!! Card (Robin),DON!!,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,144.65,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0222-don-card-vegapunk,222,in_hand,available_for_pricing,DON!! Card (Vegapunk),,,Premium Booster -The Best- Vol. 2,DON!! Card (Vegapunk),DON!!,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,33.80,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0223-don-card-yamato,223,in_hand,available_for_pricing,DON!! Card (Yamato),,,Premium Booster -The Best- Vol. 2,DON!! Card (Yamato),DON!!,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,136.86,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0224-donquixote-doflamingo-alternate-art-prb02-011,224,in_hand,available_for_pricing,Donquixote Doflamingo (Alternate Art),PRB02-011,PRB02,Premium Booster -The Best- Vol. 2,Donquixote Doflamingo (Alternate Art),R,alternate_art,Foil,Unknown,Near Mint,PSA,PSA 10.0 GEM - MT,,1,single,slab,1050.00,recorded,1027.28,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
